,IFT,IFT_pred
81,41.65,41.875175714285746
1463,53.41,53.95038107142855
738,38.5,41.15927392857142
1571,41.7,40.814502559523795
1245,52.46,50.70490787698412
1692,34.01,34.116940456349205
410,29.8,30.692088472222235
113,32.0,30.176868611111107
1493,55.58,54.80708526515152
435,44.92,44.87920589285714
83,34.35,34.696871130952374
92,35.57,35.95329992063494
301,42.14,44.21878011904765
19,40.05,41.78639089285716
185,45.84,45.57464353174603
227,39.8,39.506797658730186
1233,57.23,56.85547176587302
333,50.42,50.76988299963926
1255,72.08,70.60616948412701
508,40.49,39.28834505952383
1452,60.1,59.5290364285714
314,27.42,27.799653154761895
1748,46.59,47.70191744047615
790,32.9,32.750195595238104
1605,21.64,21.869968849206362
551,29.92,29.400302797619055
671,54.1,54.799029583333386
1262,60.03,58.200796031746016
1161,34.08,34.03196279761905
1049,33.4,33.47477301587301
1552,55.2,55.75405999999994
1204,63.7,63.98689351190479
340,40.17,40.4933008333333
1085,30.1,31.06840333333332
307,35.02,34.7630155952381
922,35.8,35.68698591269839
1182,23.42,23.773361239177483
17,29.87,30.052040178571428
67,39.7,39.73703841269843
1538,52.92,51.51108759920628
1510,69.71,67.96633813852814
721,30.8,31.89774773809524
112,27.6,26.989286587301596
1603,29.07,29.462332261904766
725,27.4,27.70396551587303
516,24.81,25.58915912698413
